epoch,train loss,reg loss,train acc,test loss,test acc
0,2.2300726945583635,0.0,tensor(17.2263),1.8265865306661586,tensor(29.0300)
1,2.0777227838834125,0.0,tensor(22.9722),1.6513516818634186,tensor(40.5000)
2,2.017951595171904,0.0,tensor(26.0494),1.6172704805027356,tensor(42.0400)
3,1.9735450014089926,0.0,tensor(28.4040),1.4735292677927498,tensor(47.2900)
4,1.9321323844102714,0.0,tensor(30.3906),1.3473352591196697,tensor(53.2500)
5,1.8828854392736385,0.0,tensor(32.5798),1.3103025176308372,tensor(54.0600)
6,1.8528075413826184,0.0,tensor(33.7466),1.161121185379799,tensor(61.3300)
7,1.8195596499320787,0.0,tensor(34.8524),1.0815996792581346,tensor(63.3600)
8,1.7908682801784612,0.0,tensor(36.1118),1.0744901004463736,tensor(62.7200)
9,1.767013757962447,0.0,tensor(37.0083),1.0330929924743344,tensor(65.7600)
10,1.7495507157765902,0.0,tensor(37.6827),1.0202030087962295,tensor(66.4700)
11,1.7300005273941235,0.0,tensor(38.3005),1.0225563639342183,tensor(65.1300)
12,1.7110636735573792,0.0,tensor(38.6584),0.9372194632135257,tensor(69.2700)
13,1.6938056432283841,0.0,tensor(39.4423),0.9073032212979866,tensor(70.5300)
14,1.6847645887961755,0.0,tensor(39.3705),0.9324303179076223,tensor(70.4800)
15,1.666901001257774,0.0,tensor(40.2466),0.9097878162306968,tensor(70.3400)
16,1.6535244944768075,0.0,tensor(40.6365),0.9708205124344489,tensor(67.0400)
17,1.6407071196115934,0.0,tensor(40.9639),0.8273095970201974,tensor(73.0300)
18,1.6244480441778133,0.0,tensor(41.3650),0.8399058243240973,tensor(72.3800)
19,1.6173824499814937,0.0,tensor(41.4975),0.8870222460139882,tensor(69.9200)
20,1.6104542142305618,0.0,tensor(41.7946),0.7721364293435607,tensor(75.4600)
21,1.6007921912731269,0.0,tensor(42.1951),0.7360471438879919,tensor(76.7500)
22,1.5866521019202011,0.0,tensor(42.4336),0.7182219419816528,tensor(76.7600)
23,1.585195010442,0.0,tensor(42.2600),0.7562361889415317,tensor(76.0600)
24,1.5759263891440172,0.0,tensor(42.7966),0.7722695060450622,tensor(75.5300)
25,1.5668458006320856,0.0,tensor(42.9759),0.7443393517022181,tensor(76.8000)
26,1.5650368962532435,0.0,tensor(43.0160),0.742109497388204,tensor(76.9300)
27,1.558202772262769,0.0,tensor(43.2411),0.6801212396886613,tensor(78.3400)
28,1.5506043632825215,0.0,tensor(43.2427),0.7237037805595783,tensor(78.1800)
29,1.5452613445428702,0.0,tensor(43.4624),0.6620736426175243,tensor(79.2400)
30,1.5421247488413101,0.0,tensor(43.6869),0.7655113754850446,tensor(75.7000)
31,1.538268285836929,0.0,tensor(43.6441),0.6987524098820157,tensor(76.7700)
32,1.5290006628403296,0.0,tensor(43.9544),0.7002469048355565,tensor(78.2800)
33,1.5260462739528753,0.0,tensor(43.9624),0.701360113090939,tensor(78.0600)
34,1.5213570475578309,0.0,tensor(44.2296),0.6069273102765131,tensor(81.1900)
35,1.5176308937561818,0.0,tensor(44.3184),0.6127283257065397,tensor(79.7500)
36,1.5181778259766407,0.0,tensor(44.2839),0.6233084797859192,tensor(79.9500)
37,1.5110159439918323,0.0,tensor(44.3823),0.6098612941274739,tensor(79.8200)
38,1.5079478352497786,0.0,tensor(44.4773),0.601756012198901,tensor(82.1200)
39,1.504371335567572,0.0,tensor(44.5748),0.5733017602352181,tensor(81.4500)
40,1.500925230062925,0.0,tensor(44.7251),0.5893383275980901,tensor(80.7800)
41,1.4976571489603092,0.0,tensor(44.6776),0.6470798491829574,tensor(79.8100)
42,1.4954292190380585,0.0,tensor(44.7318),0.5964366330040826,tensor(80.1900)
43,1.4924646065785334,0.0,tensor(44.8416),0.5944590884627718,tensor(80.5500)
44,1.4885627398124108,0.0,tensor(44.8795),0.653653968163211,tensor(79.4000)
45,1.4823224355012943,0.0,tensor(45.0200),0.5889849066734314,tensor(80.4200)
46,1.4835495511690775,0.0,tensor(44.9678),0.6265480647785495,tensor(80.)
47,1.481078793758001,0.0,tensor(45.1093),0.5519100523958302,tensor(81.9000)
48,1.4755071267103537,0.0,tensor(45.0691),0.5548298837560596,tensor(81.7000)
49,1.4781770871235773,0.0,tensor(45.1708),0.5383925612526711,tensor(83.0200)
50,1.469384024387751,0.0,tensor(45.3835),0.5827045284136377,tensor(81.4000)
51,1.4709401179582644,0.0,tensor(45.2916),0.5804574495614178,tensor(81.8600)
52,1.467100540185586,0.0,tensor(45.3613),0.5812076297071245,tensor(81.7300)
53,1.4653808994170947,0.0,tensor(45.4003),0.5336584963581779,tensor(82.5500)
54,1.4607872229356031,0.0,tensor(45.5241),0.5828982290595469,tensor(81.0600)
55,1.4552880791517404,0.0,tensor(45.8055),0.642646616155451,tensor(80.4100)
56,1.4550714880992204,0.0,tensor(45.7394),0.5427193376753066,tensor(82.1900)
57,1.4536823553916736,0.0,tensor(45.7413),0.5523840219083459,tensor(82.8800)
58,1.4501993915973566,0.0,tensor(45.7590),0.5543940895133548,tensor(82.2900)
59,1.4501216555253054,0.0,tensor(45.7523),0.5211632034995339,tensor(83.3700)
60,1.447860119281671,0.0,tensor(45.8999),0.5181051932200037,tensor(83.1800)
61,1.4495548887130543,0.0,tensor(45.8601),0.616169435809357,tensor(79.9600)
62,1.4452513135396516,0.0,tensor(45.9624),0.5452460803166784,tensor(82.6500)
63,1.4453172775415273,0.0,tensor(45.8253),0.4634988627048454,tensor(84.7800)
64,1.4467894945389186,0.0,tensor(45.7277),0.5397891155397049,tensor(81.9300)
65,1.4398856872167343,0.0,tensor(46.0667),0.4936466837170148,tensor(84.3500)
66,1.4325332060838356,0.0,tensor(46.2269),0.6935402112777787,tensor(78.2400)
67,1.4363265242332066,0.0,tensor(46.1966),0.5511446492840545,tensor(82.0300)
68,1.4361989149680505,0.0,tensor(46.0075),0.5571155572178388,tensor(82.2100)
69,1.43640323082606,0.0,tensor(46.0792),0.5184513408728321,tensor(83.1700)
70,1.4326003523973319,0.0,tensor(46.0308),0.5301454961299896,tensor(83.7800)
71,1.4318867451105362,0.0,tensor(45.9761),0.4822756922004199,tensor(84.3000)
72,1.4299097755016426,0.0,tensor(46.2029),0.5213268655117111,tensor(83.3000)
73,1.4321070502965878,0.0,tensor(46.1514),0.5663566953606076,tensor(81.4100)
74,1.4260679703492385,0.0,tensor(46.2354),0.5187427052343735,tensor(83.0200)
75,1.4258098501425522,0.0,tensor(46.2456),0.4905320640766259,tensor(85.6500)
76,1.4205054891415132,0.0,tensor(46.4506),0.5052353324312152,tensor(84.6800)
77,1.4234583830222105,0.0,tensor(46.2714),0.6203282845742775,tensor(80.9000)
78,1.4222335778749906,0.0,tensor(46.4719),0.5114240757744721,tensor(83.5400)
79,1.4239037321164059,0.0,tensor(46.2615),0.5160598288280795,tensor(83.5200)
80,1.4185039911514674,0.0,tensor(46.3950),0.5025374215058606,tensor(84.2300)
81,1.4177686951099298,0.0,tensor(46.4410),0.5303292572498322,tensor(83.4900)
82,1.4180163426276966,0.0,tensor(46.5863),0.5124981776632443,tensor(83.5100)
83,1.4136437724798154,0.0,tensor(46.4795),0.4915491520154356,tensor(84.3400)
84,1.4172248424627842,0.0,tensor(46.5440),0.49826776048149723,tensor(84.4300)
85,1.4152411775711256,0.0,tensor(46.4620),0.4929263691107432,tensor(84.1300)
86,1.4162450707875764,0.0,tensor(46.5609),0.5272221106170404,tensor(83.4900)
87,1.4102188798097464,0.0,tensor(46.7760),0.523775977317733,tensor(83.1500)
88,1.4123444275978283,0.0,tensor(46.6252),0.5108700045431503,tensor(83.7600)
89,1.4125255413544484,0.0,tensor(46.4110),0.5718519184926544,tensor(82.0400)
90,1.4086194701683827,0.0,tensor(46.7175),0.5543727468360554,tensor(82.3400)
91,1.4097970745502375,0.0,tensor(46.4032),0.5087975868673036,tensor(84.0400)
92,1.4095692368654105,0.0,tensor(46.6730),0.4750552248172086,tensor(84.3100)
93,1.4048607269922893,0.0,tensor(46.8517),0.4882549492999761,tensor(84.3200)
94,1.4086781293917925,0.0,tensor(46.4792),0.4417158818305141,tensor(85.5700)
95,1.3989060481389364,0.0,tensor(46.8174),0.49023390358144586,tensor(83.7600)
96,1.3997903044407185,0.0,tensor(46.9032),0.5469100490362957,tensor(82.7300)
97,1.4010652001087482,0.0,tensor(46.9045),0.6277944981449782,tensor(80.4600)
98,1.4030679644682469,0.0,tensor(46.9247),0.5108193116958695,tensor(83.6700)
99,1.399001881098136,0.0,tensor(46.9098),0.5507351753085551,tensor(82.1700)
100,1.397988508297847,0.0,tensor(46.7893),0.5309742616884636,tensor(83.5400)
101,1.3223032532594143,0.0,tensor(48.5603),0.3650994601875845,tensor(88.2400)
102,1.2930196795708093,0.0,tensor(48.9243),0.3462078402740787,tensor(88.5200)
103,1.2812885981339674,0.0,tensor(49.0686),0.3527764340843817,tensor(88.8300)
104,1.2730754179832262,0.0,tensor(49.2867),0.33944681768465523,tensor(88.9300)
105,1.2670435566168565,0.0,tensor(49.3235),0.3421622183587816,tensor(89.0300)
106,1.2615288190352612,0.0,tensor(49.3246),0.3499156492527085,tensor(88.9300)
107,1.2586433166112656,0.0,tensor(49.4879),0.323664838768015,tensor(89.6400)
108,1.2527290145556131,0.0,tensor(49.6226),0.32870992867633547,tensor(89.7400)
109,1.2547230081680494,0.0,tensor(49.5688),0.33345350006012003,tensor(89.5100)
110,1.25135727754006,0.0,tensor(49.4311),0.33401748748740767,tensor(89.6800)
111,1.246683402856191,0.0,tensor(49.7492),0.3243191428858824,tensor(89.6500)
112,1.2452411575195117,0.0,tensor(49.7845),0.31937977355537994,tensor(89.9000)
113,1.2439901724839821,0.0,tensor(49.6093),0.32619367946277966,tensor(89.6600)
114,1.2389424696946756,0.0,tensor(49.7998),0.31404974755614695,tensor(89.9300)
115,1.2364829656405327,0.0,tensor(49.7863),0.32424333744277856,tensor(89.8200)
116,1.2359760162157891,0.0,tensor(49.8071),0.3125633330959262,tensor(89.6500)
117,1.2345526970349825,0.0,tensor(49.8561),0.3076744516088505,tensor(90.)
118,1.2327405037024082,0.0,tensor(49.8780),0.30828299034725537,tensor(90.0600)
119,1.2326637188593546,0.0,tensor(49.8546),0.3170605804583039,tensor(89.8100)
120,1.2306102502040375,0.0,tensor(49.7253),0.3088657967369966,tensor(90.2800)
121,1.2251852463453243,0.0,tensor(50.0964),0.3124307625823551,tensor(90.2500)
122,1.2237240069951767,0.0,tensor(50.0112),0.3111580367943253,tensor(89.9800)
123,1.2235630830128987,0.0,tensor(50.1575),0.30388787832826075,tensor(90.2500)
124,1.219935523240994,0.0,tensor(49.9804),0.30937708959434973,tensor(90.3200)
125,1.2177646551376735,0.0,tensor(50.1816),0.314085532694754,tensor(89.7500)
126,1.2185201003001287,0.0,tensor(50.1079),0.3086410640466093,tensor(89.8500)
127,1.21808267556704,0.0,tensor(50.0444),0.30181254875479324,tensor(90.4400)
128,1.214234382372636,0.0,tensor(50.2458),0.3025300448591059,tensor(89.9600)
129,1.2150343219439188,0.0,tensor(50.2329),0.3252832733019434,tensor(89.3900)
130,1.2110579181940129,0.0,tensor(50.3891),0.3075188434485233,tensor(90.1100)
131,1.2144141365320256,0.0,tensor(50.1564),0.3183256941612321,tensor(89.9100)
132,1.2125653771253733,0.0,tensor(50.3585),0.29370983727652616,tensor(90.6700)
133,1.2119104767457032,0.0,tensor(50.3469),0.3073062616014721,tensor(90.4800)
134,1.2121602862309186,0.0,tensor(50.0437),0.2920988918554903,tensor(90.5200)
135,1.2061124609066889,0.0,tensor(50.3171),0.28347185976577527,tensor(90.7800)
136,1.2047239224116006,0.0,tensor(50.1919),0.30765220221846995,tensor(90.2400)
137,1.2103901080596142,0.0,tensor(50.1666),0.2919986407564144,tensor(90.6000)
138,1.2067374761287983,0.0,tensor(50.3227),0.29415702774669183,tensor(90.6800)
139,1.2058432973348177,0.0,tensor(50.4690),0.2899441059039097,tensor(90.8300)
140,1.2003576431518945,0.0,tensor(50.4796),0.29200256871755675,tensor(90.7600)
141,1.2020347940616118,0.0,tensor(50.4609),0.2963322222684369,tensor(90.4900)
142,1.199684594839047,0.0,tensor(50.4972),0.2899464298077304,tensor(90.9800)
143,1.2002861515069618,0.0,tensor(50.3232),0.291099714209335,tensor(91.0600)
144,1.2034757919800587,0.0,tensor(50.3305),0.3204311176080896,tensor(90.5400)
145,1.1996513021297943,0.0,tensor(50.4127),0.3113456207393396,tensor(90.4700)
146,1.1977401919853994,0.0,tensor(50.4684),0.30672757282401575,tensor(90.7600)
147,1.1947497331179104,0.0,tensor(50.5074),0.29040413643374585,tensor(90.7700)
148,1.1970152420875353,0.0,tensor(50.4344),0.3103899428940783,tensor(90.5900)
149,1.1953182113476288,0.0,tensor(50.4846),0.290294283944549,tensor(90.9700)
150,1.1930160705859845,0.0,tensor(50.6018),0.2864018688448752,tensor(91.1100)
151,1.179384526839623,0.0,tensor(50.8143),0.28173935435938113,tensor(91.2900)
152,1.1727908582259448,0.0,tensor(50.8538),0.2768749139375157,tensor(91.2700)
153,1.1675034481745499,0.0,tensor(51.0131),0.2760815837166526,tensor(91.4100)
154,1.165291008582482,0.0,tensor(50.9992),0.2729318161504437,tensor(91.4200)
155,1.1665569556065094,0.0,tensor(50.8115),0.27286304277603074,tensor(91.5600)
156,1.1637806140459501,0.0,tensor(51.0519),0.278584650444864,tensor(91.4100)
157,1.1662543003375714,0.0,tensor(50.8651),0.27212319109174943,tensor(91.5500)
158,1.1625763627199026,0.0,tensor(51.0396),0.27707909009974413,tensor(91.5300)
159,1.1614912210366666,0.0,tensor(51.0119),0.27614749644440834,tensor(91.5100)
160,1.1661432394614586,0.0,tensor(50.8305),0.2813001360857125,tensor(91.4900)
161,1.1595501072895833,0.0,tensor(51.1420),0.277894220568917,tensor(91.4900)
162,1.1626345964578482,0.0,tensor(50.9823),0.2841198771740451,tensor(91.6300)
163,1.1579503832719265,0.0,tensor(50.9337),0.27272957834330475,tensor(91.5800)
164,1.1573112713984954,0.0,tensor(51.0744),0.27072469084852874,tensor(91.5800)
165,1.1573939870565366,0.0,tensor(51.0192),0.26753761604277776,tensor(91.6300)
166,1.158458068737617,0.0,tensor(50.9178),0.27366340822643703,tensor(91.6300)
167,1.1592132180165022,0.0,tensor(51.1540),0.26377021288028873,tensor(91.8400)
168,1.154247731123215,0.0,tensor(51.1396),0.2651725145752984,tensor(91.6900)
169,1.1558208269950672,0.0,tensor(51.0591),0.26866686615076935,tensor(91.7300)
170,1.1601043875400836,0.0,tensor(50.9617),0.26897098236914835,tensor(91.6500)
171,1.1496975210996774,0.0,tensor(51.1561),0.2643969567737194,tensor(91.6000)
172,1.1526689917613298,0.0,tensor(51.1046),0.27098390813728773,tensor(91.6300)
173,1.1511901693466382,0.0,tensor(51.0439),0.27153152979985634,tensor(91.7200)
174,1.1550432654527518,0.0,tensor(51.1220),0.2671590820707456,tensor(91.6600)
175,1.1529600663062853,0.0,tensor(50.9812),0.2723778251445655,tensor(91.8700)
176,1.153446506536924,0.0,tensor(51.0660),0.2642509155351706,tensor(91.7700)
177,1.1536147942909827,0.0,tensor(51.1224),0.2674065662002323,tensor(91.7600)
178,1.1539629000883835,0.0,tensor(51.1466),0.267528940105077,tensor(91.7400)
179,1.154998646179835,0.0,tensor(51.0358),0.25983587012748527,tensor(91.7200)
180,1.1537641716309084,0.0,tensor(51.0006),0.2663204964212697,tensor(91.8200)
181,1.1476825145574716,0.0,tensor(51.1389),0.26451040608714327,tensor(91.8800)
182,1.1507413971118439,0.0,tensor(51.0326),0.2634874385113668,tensor(91.8200)
183,1.1498347212106754,0.0,tensor(51.0381),0.2592751435709722,tensor(91.8300)
184,1.153082752839113,0.0,tensor(51.0820),0.258996190672571,tensor(91.7500)
185,1.1515541489307697,0.0,tensor(51.1602),0.2570126143970875,tensor(91.7800)
